0.1366,4.95189,0,4.5
-0.238735,4.64451,0,4.5
0.136942,4.80057,0,4.5
-0.162821,4.53753,0,4.5
-0.30414,-4.46097,0,-4.5
0.00384959,-4.03359,0,-4.5
-0.141245,-4.41648,0,-4.5
-0.0887488,-4.28281,0,-4.5
0.280464,-4.68053,0,-4.5
0.170809,-4.38165,0,-4.5
0.177379,-4.15701,0,-4.5
0.0298371,-4.41029,0,-4.5
-1.78297,1.559,-1.61257,1.65447
-1.76501,1.88003,-1.61257,1.65447
-1.90892,1.80476,-1.61257,1.65447
-1.88777,1.65885,-1.61257,1.65447
-1.9298,1.69687,-1.61257,1.65447
-1.90179,1.5698,-1.61257,1.65447
-1.7706,1.62329,-1.61257,1.65447
-2.94031,-1.28941,-2.54764,-0.979879
-2.86419,-0.592846,-2.54764,-0.979879
-3.307,-0.949501,-2.94031,-1.28941
-2.62046,-1.50239,-2.94031,-1.28941
-2.83899,-1.77904,-2.94031,-1.28941
-3.36814,-1.54817,-2.94031,-1.28941
-3.03693,-1.49349,-2.94031,-1.28941
-2.97263,-1.57104,-2.94031,-1.28941
-3.62363,-1.0877,-3.307,-0.949501
-3.45372,-1.17834,-3.307,-0.949501
-3.657,-1.12025,-3.307,-0.949501
-3.4395,-0.636053,-3.26068,-0.679861
-3.74996,-0.717584,-3.26068,-0.679861
-3.45757,-0.302896,-3.26068,-0.679861
-4.48025,-0.652186,-4.15118,-0.613018
-4.61489,-0.170656,-4.48025,-0.652186
-4.15118,-0.613018,-3.74996,-0.717584
-3.26068,-0.679861,-2.86419,-0.592846
-2.54764,-0.979879,-2.11154,-0.735301
-2.35152,-0.923582,-2.06181,-1.05099
-2.23001,-0.708523,-1.87507,-0.903565
-1.69826,-0.45387,-1.87507,-0.903565
-2.05094,-0.474795,-1.87507,-0.903565
-2.58783,-0.51195,-2.23001,-0.708523
-3.5989,0.176712,-3.45757,-0.302896
-1.90043,-1.21696,-1.41951,-1.71811
-1.82465,-1.5313,-1.41951,-1.71811
-1.60786,-1.45255,-1.41951,-1.71811
-1.72958,-1.69793,-1.41951,-1.71811
-2.36615,-1.28554,-2.25348,-1.3102
-1.87507,-0.903565,-1.7719,-0.960302
-2.11154,-0.735301,-1.7719,-0.960302
-2.06181,-1.05099,-1.88761,-1.39035
-2.25348,-1.3102,-1.88761,-1.39035
-1.7719,-0.960302,-1.49064,-1.11554
-1.54229,-0.787382,-1.49064,-1.11554
-1.88761,-1.39035,-1.60786,-1.45255
-1.40716,-0.372886,-1.08138,-0.780045
-1.46354,0.0982098,-1.40716,-0.372886
-1.49064,-1.11554,-0.500247,-1.77795
-0.724433,-1.14276,-0.500247,-1.77795
-0.770504,-1.48408,-0.500247,-1.77795
-0.829089,-1.65551,-0.500247,-1.77795
-0.884921,-1.88801,-0.500247,-1.77795
-0.599538,-1.77148,-0.500247,-1.77795
-1.08138,-0.780045,-0.599538,-1.77148
-1.41951,-1.71811,-0.599538,-1.77148
-1.82385,3.90277,-1.36827,3.8563
-1.07865,2.14016,-0.44645,1.25355
-0.423094,1.28048,-0.44645,1.25355
-0.807799,2.11469,-0.44645,1.25355
-1.48897,2.72332,-1.44144,2.44727
-1.45606,2.80582,-1.44144,2.44727
-1.43887,2.74564,-1.44144,2.44727
-1.54712,3.23262,-1.45606,2.80582
-1.23315,2.22451,-1.30537,1.79338
-1.43206,2.21636,-1.30537,1.79338
-1.20084,2.41736,-1.23315,2.22451
-0.42241,2.67674,-0.42236,2.3343
-1.22152,3.48329,-0.824174,3.51262
-2.86548,2.53159,-2.14451,1.34862
-2.86793,1.60469,-2.14451,1.34862
-3.34112,2.37742,-2.86548,2.53159
-2.24338,1.92888,-1.90892,1.80476
-2.43387,1.99958,-2.24338,1.92888
-1.44144,2.44727,-1.43206,2.21636
0.326807,0.777726,0.372042,0.995145
0.20533,0.808168,0.372042,0.995145
0.242505,0.691765,0.372042,0.995145
-0.0301121,1.42658,-0.422759,1.28467
-0.698635,1.16837,-0.422759,1.28467
0.0704501,2.1437,-0.422759,1.28467
0.00484912,2.33876,-0.422759,1.28467
-0.301798,2.18371,-0.422759,1.28467
-0.309148,1.24455,-0.422759,1.28467
-0.330899,1.37874,-0.422759,1.28467
-0.116915,1.2985,-0.422759,1.28467
-0.42236,2.3343,-0.422759,1.28467
0.372042,0.995145,0.482203,1.25313
0.226833,0.916223,-0.179273,1.16731
-0.513728,0.912343,-0.00983273,1.64617
-0.687402,1.02773,-0.975498,0.768254
-0.516347,1.1855,-0.687402,1.02773
-0.44645,1.25355,-0.516347,1.1855
-0.422759,1.28467,-0.423094,1.28048
0.536716,2.25132,0.938787,2.13412
0.555754,2.32122,0.938787,2.13412
0.298501,2.30763,0.938787,2.13412
0.531786,2.82888,0.938787,2.13412
-0.406502,1.82115,-0.287755,1.23338
-0.179273,1.16731,-0.287755,1.23338
0.247333,1.54287,-0.287755,1.23338
0.242457,1.28849,-0.287755,1.23338
-0.00983273,1.64617,-0.287755,1.23338
-0.287755,1.23338,-0.309148,1.24455
0.426037,1.88478,0.69457,1.68841
0.69457,1.68841,0.994382,1.4674
0.533566,1.4754,0.994382,1.4674
0.732257,1.46103,1.05011,1.54318
0.716943,1.82841,1.05011,1.54318
0.994382,1.4674,1.05011,1.54318
1.03021,1.77609,1.05011,1.54318
0.452016,1.46504,1.65122,1.17206
0.482221,1.25317,1.65122,1.17206
0.938787,2.13412,1.65122,1.17206
1.13522,1.25812,1.65122,1.17206
0.482203,1.25313,0.482221,1.25317
-0.342026,-0.929498,-0.20865,-1.1445
-0.347728,-0.813132,-0.20865,-1.1445
-0.161375,-0.687178,-0.20865,-1.1445
0.0424896,-0.679429,-0.20865,-1.1445
-0.458334,-0.668815,-0.342026,-0.929498
-0.498717,-0.453387,-0.347728,-0.813132
-0.845185,-0.693897,-0.641381,-0.923209
-0.75224,-0.665962,-0.641381,-0.923209
-0.840001,-0.462307,-0.75224,-0.665962
-0.641381,-0.923209,-0.486245,-1.2948
-1.8805,0.909464,-1.50844,0.561926
-1.55176,1.09359,-1.50844,0.561926
-2.00285,0.852862,-1.50844,0.561926
-2.35002,0.593625,-1.8805,0.909464
-2.14451,1.34862,-1.8805,0.909464
-2.3383,1.28806,-1.8805,0.909464
-1.48913,0.31209,-1.46354,0.0982098
-1.14347,0.652026,-1.48913,0.31209
-1.4925,0.35732,-1.48913,0.31209
-0.975498,0.768254,-1.4925,0.35732
-1.50844,0.561926,-1.4925,0.35732
-1.56362,1.21623,-1.55176,1.09359
-1.15964,1.47761,-1.55176,1.09359
-1.12719,1.62828,-1.55176,1.09359
-1.57516,1.3217,-1.56362,1.21623
-1.05073,1.49206,-1.57516,1.3217
-1.33206,1.63353,-1.57516,1.3217
-1.59777,1.52353,-1.57516,1.3217
-1.08314,1.8647,-1.12719,1.62828
-0.739461,1.44306,-1.05073,1.49206
-1.30537,1.79338,-1.33206,1.63353
-1.61257,1.65447,-1.59777,1.52353
-4.211,1.11903,-4.10388,0.630641
-3.55441,2.65513,-3.34112,2.37742
-4.49054,0.313633,-4.61489,-0.170656
-4.10388,0.630641,-4.49054,0.313633
-2.64133,1.28759,-2.3383,1.28806
-2.60246,1.17269,-2.3383,1.28806
-2.57506,1.20237,-2.3383,1.28806
-2.48188,1.40679,-2.3383,1.28806
-2.60055,0.652376,-2.35002,0.593625
4.78377,-4.30499,4.31181,-4.23228
4.69682,-3.16431,4.56869,-3.15661
4.53201,-3.65526,4.56869,-3.15661
4.56869,-3.15661,4.09346,-3.00118
4.31181,-4.23228,3.81764,-4.15612
3.9939,-4.29049,3.81764,-4.15612
4.09346,-3.00118,3.85184,-2.93824
3.72231,-3.42118,3.85184,-2.93824
3.85184,-2.93824,3.54486,-2.54357
3.43707,-3.83183,3.72231,-3.42118
2.96134,-3.67795,3.43707,-3.83183
3.81764,-4.15612,3.43707,-3.83183
2.52388,-3.43581,2.96134,-3.67795
3.54486,-2.54357,3.25212,-2.54376
3.36787,-2.5417,3.25212,-2.54376
3.59622,-2.49354,3.25212,-2.54376
4.3345,-2.02828,3.88219,-2.1745
3.65318,-1.73003,3.88219,-2.1745
4.35344,-1.87876,4.3345,-2.02828
4.52444,-1.56576,4.3345,-2.02828
3.87679,-2.25327,3.59622,-2.49354
3.88219,-2.1745,3.59622,-2.49354
4.54939,3.94911,4.42138,3.46577
4.68941,3.04368,4.42138,3.46577
4.3369,3.72925,4.42138,3.46577
4.55834,3.11287,4.42138,3.46577
4.10653,4.18122,4.54939,3.94911
3.60768,4.21515,4.10653,4.18122
2.12935,2.54766,2.16974,2.20362
2.03826,2.54573,2.16974,2.20362
4.54378,1.96146,4.05192,1.87158
3.33515,2.25258,3.7776,2.29406
3.72349,2.36189,3.7776,2.29406
3.95973,2.75971,3.7776,2.29406
3.43988,2.59669,3.7776,2.29406
2.98298,2.43181,3.33515,2.25258
4.05192,1.87158,3.78027,1.79407
3.7776,2.29406,3.78027,1.79407
4.42138,3.46577,4.06893,3.24764
4.06893,3.24764,3.95973,2.75971
4.09083,2.81647,3.95973,2.75971
3.78027,1.79407,3.36895,1.50979
-3.35113,-4.68204,-2.88358,-4.50486
-3.0352,-4.56702,-2.88358,-4.50486
-4.69487,-3.39725,-4.39894,-3.18958
-3.08919,-2.39417,-3.58915,-2.38792
-3.43666,-2.75191,-3.58915,-2.38792
-3.59155,-2.37397,-4.01647,-2.28724
-3.58915,-2.38792,-4.01647,-2.28724
-4.15821,-2.76673,-4.01647,-2.28724
-4.35048,-1.91517,-4.01647,-2.28724
-2.16109,-2.1512,-1.79088,-2.21937
-2.71056,-3.42869,-2.40078,-3.82117
-2.60427,-4.03255,-2.40078,-3.82117
-2.41867,-4.32085,-2.40078,-3.82117
-2.87482,-3.54025,-2.71056,-3.42869
-2.88358,-4.50486,-2.41867,-4.32085
-4.39894,-3.18958,-4.15821,-2.76673
-3.9916,-2.95762,-4.15821,-2.76673
-4.13548,-2.91729,-4.15821,-2.76673
-4.19514,-3.41371,-4.13548,-2.91729
-1.4296,-4.41122,-1.23123,-4.42354
-1.67242,-4.54321,-1.4296,-4.41122
-1.40071,-4.00795,-1.23038,-4.06858
-1.84211,-3.85053,-1.40071,-4.00795
-1.86542,-4.15169,-1.40071,-4.00795
-1.77621,-3.93852,-1.40071,-4.00795
-1.63494,-3.98719,-1.40071,-4.00795
-1.62826,-3.54593,-1.37114,-3.6954
-1.71488,-3.53339,-1.37114,-3.6954
-1.66563,-3.42963,-1.37114,-3.6954
-2.40078,-3.82117,-1.99018,-3.53586
-1.99018,-3.53586,-1.67667,-3.65346
